Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
20,64,171.67063295301847,3.6894688907844433,3.5379478633830512,2.906250057666695,3.092693632040746,3.5972071823040785,2.8404792103131857,41.866478970295304,44.700976265961394,8.242749532610075,35.7718492868823,30.17867221463104,28.956585233574,171.6705286439755,3.6894688907844433,3.5379485650484828,2.9062490826623337,3.092693632040746,3.5972071823040785,2.8404801975436333,41.866478970295304,44.700949366204156,8.24269408249441,35.7718492868823,30.17867221463104,28.9566529701816,5.934185716281139,4.538359676139839,11.452932882575348,22.455394564383905,83.46333932876587,70.0,910.0,5545.157474020783,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,97,108.20924475505053,3.2126589233066607,3.4596387307735066,2.0586165983249542,3.977232308824897,3.159490438491593,3.210606715558354,45.8116342426633,53.78150583291647,6.887208353175196,24.27218451819833,17.321719204995457,24.138453109464095,108.20923058177652,3.2126589233066607,3.459635793748717,2.0586174907812635,3.977232308824897,3.159490438491593,3.2106097540688614,45.8116342426633,53.78143197197599,6.887217892910297,24.27218451819833,17.321719204995457,24.13850644743357,0.08375752948002976,1.822598871467742,9.169545574583248,21.073886591706415,157.66858434677124,129.0,1677.0,225.83563162217666,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,69,111.1136729622761,2.278552694501517,3.488071178736409,2.0669204735361477,2.330708394233865,3.8550171607920674,3.199562153847711,58.802786703850124,51.402164527345185,7.2893049570863395,36.828527246946315,41.2829851909568,24.335658898691182,111.11366969439567,2.278552694501517,3.4880755802068086,2.066917491290731,2.330708394233865,3.8550171607920674,3.1995647712435673,58.802786703850124,51.40217771076363,7.289268238830123,36.828527246946315,41.2829851909568,24.335619776044265,0.179366186402341,2.0006652081345675,9.158465598078601,19.796582146519786,170.9859390258789,80.0,1040.0,586.0247624122924,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,112,109.07125608595314,2.5398557835300517,3.4452108404891755,2.0589336416744546,3.9296800942967707,3.326882995636896,3.2172903541103115,17.45848824196939,56.93522065672733,7.842657248591902,35.24363650354962,29.284788096644842,22.10078447363729,109.07124782049483,2.5398557835300517,3.4452110749993583,2.058935903875529,3.9296800942967707,3.326882995636896,3.21728979094007,17.45848824196939,56.93524417867146,7.842621934721224,35.24363650354962,29.284788096644842,22.1007814005022,0.08384885674571149,1.3777417175083095,9.088174232482022,23.27999320693406,241.97485065460205,118.0,1534.0,632.3309707789324,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,91,109.07002629999982,2.4089044994630346,3.4474222353456074,2.0901455759551744,3.3409350203568042,2.834609604734254,3.2069733166249232,19.1251510086902,53.56053014767981,6.720640372993202,48.889155150178915,25.969846235573502,24.819906526215117,109.07001464823907,2.4089044994630346,3.4474230002377197,2.0901480034393742,3.3409350203568042,2.834609604734254,3.20697269461174,19.1251510086902,53.56049147455063,6.72068511718065,48.889155150178915,25.969846235573502,24.81986716654262,0.14875600797361355,1.817302316774599,9.39556875371439,21.516995730475436,239.64088487625122,113.0,1469.0,532.1731592503775,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,238,109.24730281560025,3.12206043851142,3.4555926944702415,2.0801911295391355,2.4659485476820406,3.614210391237558,3.211846586043641,66.13022054636288,57.318826233214864,8.240932134709228,19.775932898123976,17.09711913292741,21.23986874181527,109.24729424622922,3.12206043851142,3.4555901970081226,2.080186949086655,2.4659485476820406,3.614210391237558,3.211845548435881,66.13022054636288,57.3188070276934,8.240997336194017,19.775932898123976,17.09711913292741,21.239884814636852,0.15606887978317996,1.1171167308817993,8.953107610940073,23.883926162971456,305.71039509773254,249.0,3237.0,764.6385647037926,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,61,112.0256653478524,2.0891037570895232,3.4440741077462524,2.1770974093269926,3.425977960765353,3.1194339641082847,3.190830210407791,14.678328179816642,54.89333593429444,7.831835048553824,22.115263213134668,23.831401059961323,23.31833243691232,112.02566475494874,2.0891037570895232,3.4440742409486984,2.177101679209305,3.425977960765353,3.1194339641082847,3.190828889255528,14.678328179816642,54.893325031845905,7.8318536196364,22.115263213134668,23.831401059961323,23.31831293222977,0.05500522661401677,1.7748541528110569,6.260644764429088,26.3352841097158,136.69578099250793,66.0,858.0,12943.36505906386,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,174,111.47388648587068,2.2046688576556512,3.4875539869041496,2.034495902426609,2.8283585390538053,2.099906917892174,3.2044606896621857,53.146651939286286,51.33588081509376,7.168286587032811,35.52942641756976,46.61906703507593,24.495418594213444,111.47386309064298,2.2046688576556512,3.4875550401869133,2.034493244052193,2.8283585390538053,2.099906917892174,3.2044603535464167,53.146651939286286,51.33592642420795,7.1682709592115375,35.52942641756976,46.61906703507593,24.495378164845903,0.1398209320316067,2.1695159621743265,9.631607343031868,19.160229276322656,434.50479674339294,202.0,2626.0,274.23749888977704,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,294,108.04941060500917,3.4701319265773387,3.4732632927567475,2.087148226870175,3.8639441383936743,2.027903145951194,3.2024209651747637,50.09059320510776,54.54603463383975,7.868363701382818,34.48286158683048,47.04622224181961,22.463313941813837,108.04919212126418,3.4701319265773387,3.4732744326406326,2.087152666513179,3.8639441383936743,2.027903145951194,3.2024300571205138,50.09059320510776,54.54637146273911,7.868408074232226,34.48286158683048,47.04622224181961,22.463370374666756,0.036892860649292064,1.3824822897025935,8.882571374265314,22.19952643452126,780.245630979538,378.0,4914.0,364.0814992450484,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
5,45,119.66676235388881,2.5755506771726973,3.4165610991862043,2.176527233001403,3.3576710658797815,2.4232562320001176,3.194421208248341,41.952255353222,52.13711840882304,5.178978532863482,20.135500121703355,35.62569379161495,28.353672967982515,119.66676158278835,2.5755506771726973,3.4165612084002395,2.1765277656464246,3.3576710658797815,2.4232562320001176,3.1944214887507334,41.952255353222,52.13714510449496,5.178976450917718,20.135500121703355,35.62569379161495,28.35365972559055,0.6084582496039768,2.2807642272119266,10.576267284823048,22.66378006160034,69.55954098701477,57.0,741.0,2547.7235278443914,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,125,108.00144179757895,2.0397602676795907,3.458266069868532,2.0982555519426502,2.4924221352060916,3.720055897365776,3.204508463299231,45.933428614574794,54.92811214452216,7.576174865431987,24.771428765389885,35.501574501040075,22.96654797859954,108.00143032569525,2.0397602676795907,3.4582659128086406,2.0982551869675223,2.4924221352060916,3.720055897365776,3.204512707992256,45.933428614574794,54.92796248633631,7.576218721962386,24.771428765389885,35.501574501040075,22.966630980753386,0.03441849069872533,1.4003622959604134,8.772467393501207,22.710611565384028,157.9527404308319,138.0,1794.0,387.5269034115629,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,126,111.85962422537482,2.834044009405148,3.5020464713022275,2.049958194199909,2.604665145263679,2.293511781634226,3.198176546584444,22.106913739548613,51.33869627537404,7.2198332611456335,33.85858569011749,29.67180800411532,23.971063360359544,111.85913678160078,2.834044009405148,3.502041957985709,2.049949583277147,2.604665145263679,2.293511781634226,3.1981692790728626,22.106913739548613,51.339070958170694,7.219808062463945,33.85858569011749,29.67180800411532,23.971144671658923,0.12816518920395564,2.4319978470694315,9.728429037506599,19.077493627149206,345.54677510261536,169.0,2197.0,281.87471535790223,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,86,133.58567554118912,3.2594350140431283,3.475964181584696,2.563088046171522,2.13307296270823,2.5206301971570815,3.0549424334575024,22.573228370516308,48.77855838122479,8.677442577022827,47.36827896397728,24.215386967048882,25.853486886499404,133.58552816831136,3.2594350140431283,3.475963811369392,2.5630825331938945,2.13307296270823,2.5206301971570815,3.0549445252316825,22.573228370516308,48.77853921669139,8.677444939229797,47.36827896397728,24.215386967048882,25.85349010190977,2.6575822961238353,1.6380976544031316,6.728117797092661,25.87760745190707,115.9752938747406,99.0,1287.0,397.9587529976019,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,65,108.80067075912211,3.8067590411245074,3.4735421911359947,2.120872123647962,3.2342898272414478,2.653289803544192,3.194208152917443,67.58623645520036,53.94917171849183,7.905089931729553,36.817604052713094,15.553743499629471,22.74679403057672,108.8006705796259,3.8067590411245074,3.473542281870441,2.1208722169081824,3.2342898272414478,2.653289803544192,3.1942081672807703,67.58623645520036,53.94917031531142,7.905088757527604,36.817604052713094,15.553743499629471,22.74679297510503,0.033270706109355,1.4082128036029644,8.954828354824617,22.376270370084278,146.6158447265625,72.0,936.0,315.47473957982777,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,46,191.05108827916598,2.3908589622186374,3.3175121505511407,2.8787974097157614,3.6936576029800703,2.479695518295172,2.9051032054167925,50.297121694789695,56.89055103607137,4.182608449777122,15.650167076209334,17.45077503017278,37.48011907161027,191.0508612563885,2.3908589622186374,3.3175139672336478,2.8788007260024306,3.6936576029800703,2.479695518295172,2.9050991911013044,50.297121694789695,56.89035716019039,4.1825962717309535,15.650167076209334,17.45077503017278,37.48020112909944,0.5877476078910385,5.446018517749857,12.832572861384392,30.947492489183592,62.47457838058472,52.0,676.0,1374.9250910382805,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,280,109.35623986964212,2.7800154282824923,3.474744196074715,2.06436409123492,3.099095843017125,3.8523628534129073,3.2031759510075215,35.666914840031076,52.44938606958614,7.392714417281529,19.421533180387307,19.727770531635596,24.032328648301906,109.356111823682,2.7800154282824923,3.4747416751579383,2.0643667998483135,3.099095843017125,3.8523628534129073,3.203172126724005,35.666914840031076,52.44958980149864,7.392740299116898,19.421533180387307,19.727770531635596,24.032371998130024,0.07994665559213505,1.948919749669054,9.365115875133418,20.418973639928687,398.2502062320709,346.0,4498.0,283.89420019539926,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,38,108.49151379980742,3.373001855363167,3.4817199862008508,2.0411088816408887,3.500288629889935,3.977722177812989,3.2082015854240833,28.22885948418634,53.620002033224075,7.494389675824354,30.676273416156683,46.80084260825835,23.048460246967473,108.49151189413278,3.373001855363167,3.4817167261447493,2.0410958706064593,3.500288629889935,3.977722177812989,3.2082069286080177,28.22885948418634,53.62007886284645,7.49444471345283,30.676273416156683,46.80084260825835,23.048521061472428,0.04121248775223044,1.7497968852517556,8.84840554064077,20.79675423427502,59.88140678405762,51.0,663.0,797.2479261035616,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,80,124.03704117628232,3.752778304592076,3.440795505719045,2.083382982451622,2.0781095664657645,2.3396608391291376,3.2080642015984626,16.392544199148258,48.77158904002658,6.115317627487057,33.660784974055595,39.21569898826657,28.62168974315947,124.03703486339398,3.752778304592076,3.440794029963178,2.083381373900905,2.0781095664657645,2.3396608391291376,3.208063848561868,16.392544199148258,48.77156436845865,6.115368222844585,33.660784974055595,39.21569898826657,28.621702317028724,1.3243895020139176,2.0968274591638254,12.68814684954333,18.43923445093388,200.49495196342468,95.0,1235.0,2979.995239364064,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,55,167.8750461364055,2.0430496105483957,3.510807362532156,2.688989366141465,2.0300379614842443,2.3523925111501103,2.9843087810951987,18.514794912709604,43.616016191434234,8.003732566204755,47.903761881667855,35.370496298147806,29.93271416352242,167.87504377592768,2.0430496105483957,3.5108074177784476,2.688989322734336,2.0300379614842443,2.3523925111501103,2.9843087782419087,18.514794912709604,43.61601441873945,8.003733708071433,47.903761881667855,35.370496298147806,29.93271134019312,6.868202691882212,5.356200667830991,13.909004255338562,22.281658283641885,80.81731820106506,65.0,845.0,1550.912301270095,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,30,113.05714649018704,3.3817938350338475,3.5252123475370074,2.1085125315901596,2.2742714992577553,3.8651909260743267,3.1879519997346124,14.290011226934064,53.653893309893284,7.486607394948844,47.30585874412692,39.90336655199651,21.53597607023897,113.03030946761032,3.3817938350338475,3.526240710303876,2.1056235833133545,2.2742714992577553,3.8651909260743267,3.187791985165644,14.290011226934064,53.64650562618843,7.483193314214657,47.30585874412692,39.90336655199651,21.51234386976472,0.09153384716027636,1.4968605257945278,9.830933928629495,20.157363095718168,44.61566734313965,38.0,494.0,5416.410267341682,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
